id,date,product,quantity,price
2924,2025-06-10,Giga Tênis 50,22,252.49
2925,2026-03-08,Mini Café 5,41,70.57
2926,2026-02-18,Premium Set 83,2,395.11
2927,2025-07-28,Eco Dicionário 96,26,29.62
2928,2026-01-09,Giga Tênis 4,36,499.90
2929,2025-10-20,Elite Café 86,6,275.65
2930,2025-12-29,Giga Crema 99,4,35.85
2931,2025-10-24,Eco Crema 70,36,300.27
2932,2026-01-19,Ultra Set 15,34,46.96
2933,2025-11-30,Mini Fone 78,10,189.01
2934,2025-06-28,Mini Crema 56,29,100.00
2935,2026-03-19,Ultra Set 87,40,405.86
2936,2026-05-18,Smart Café 8,18,276.44
2937,2025-11-24,Giga Dicionário 52,29,34.15
2938,2025-10-12,Ultra Kit 10,45,257.39
2939,2025-09-08,Ultra Café 54,11,466.22
2940,2025-06-18,Giga Set 18,27,340.96
2941,2025-08-12,Maxi Bicicleta 4,40,438.26
2942,2025-10-28,Pro Kit 56,21,8.42
2943,2026-05-21,Pro Dicionário 84,12,189.60
2944,2025-11-03,Pro Set 23,44,388.26
2945,2025-08-15,Mini Fone 87,19,480.43
2946,2026-03-05,Basic Café 34,50,297.53
2947,2025-12-14,Eco Sofá 7,36,195.53
2948,2025-08-26,Premium Kit 54,32,307.52
2949,2025-12-29,Ultra Set 79,39,326.59
2950,2025-07-31,Mini Bicicleta 23,47,173.58
2951,2025-06-01,Eco Tênis 40,25,74.59
2952,2025-11-25,Pro Fone 12,46,336.01
2953,2026-03-26,Mini Tênis 54,33,415.09
2954,2025-06-09,Ultra Café 43,50,298.92
2955,2026-01-09,Elite Pack 49,9,164.54
2956,2025-07-01,Eco Pack 79,1,114.09
2957,2026-04-04,Basic Tênis 46,23,249.41
2958,2026-03-27,Premium Café 52,32,435.84
2959,2025-12-23,Ultra Fone 66,13,290.08
2960,2025-10-30,Basic Bicicleta 7,21,305.35
2961,2025-07-20,Eco Sofá 95,21,248.48
2962,2026-03-05,Smart Kit 68,50,342.06
2963,2026-02-20,Mini Pack 68,19,161.95
2964,2025-10-26,Elite Tênis 81,26,492.12
2965,2025-08-31,Elite Kit 26,2,149.89
2966,2025-12-07,Premium Dicionário 78,35,379.29
2967,2025-12-08,Maxi Fone 91,13,377.65
2968,2025-12-23,Pro Crema 5,5,30.54
2969,2026-04-09,Mini Kit 34,40,407.79
2970,2025-10-05,Smart Dicionário 34,6,20.23
2971,2025-08-20,Ultra Set 12,33,172.63
2972,2025-09-02,Elite Set 59,12,309.19
2973,2026-04-21,Premium Fone 20,27,11.53
2974,2026-05-16,Maxi Set 84,28,485.43
2975,2026-02-02,Premium Set 8,26,27.90
2976,2025-11-13,Giga Dicionário 40,37,397.49
2977,2026-04-25,Giga Fone 61,27,250.83
2978,2026-01-10,Eco Pack 30,16,318.39
2979,2026-03-09,Mini Sofá 25,34,257.26
2980,2025-08-18,Maxi Bicicleta 5,43,40.43
2981,2026-01-01,Premium Sofá 14,6,434.30
2982,2025-11-28,Elite Dicionário 5,3,170.36
2983,2026-05-05,Elite Sofá 80,39,140.71
2984,2026-04-15,Smart Kit 64,46,251.89
2985,2025-06-29,Mini Fone 9,14,15.26
2986,2026-03-28,Giga Dicionário 55,45,58.74
2987,2025-08-06,Eco Set 87,14,78.90
2988,2026-01-01,Giga Fone 73,46,70.02
2989,2025-09-18,Ultra Dicionário 34,35,299.20
2990,2026-03-21,Ultra Kit 95,2,247.00
2991,2025-06-14,Basic Café 17,3,169.28
2992,2025-08-15,Elite Crema 72,41,188.21
2993,2026-05-25,Basic Kit 89,48,483.80
2994,2025-11-08,Premium Set 69,44,449.13
2995,2025-11-07,Basic Crema 23,5,284.92
2996,2025-09-29,Elite Pack 60,42,61.54
2997,2025-10-29,Premium Fone 98,17,45.63
2998,2026-05-16,Pro Café 39,14,90.47
2999,2026-03-22,Eco Set 36,4,411.77
3000,2025-07-26,Giga Dicionário 34,23,456.62
3001,2025-08-11,Mini Pack 29,22,266.03
3002,2025-09-20,Eco Dicionário 9,9,84.61
3003,2025-07-08,Smart Pack 85,42,301.92
3004,2025-12-28,Smart Tênis 92,22,213.86
3005,2025-11-14,Eco Kit 88,50,473.89
3006,2025-10-26,Basic Kit 18,1,317.15
3007,2026-04-12,Pro Fone 30,25,433.88
3008,2025-06-22,Maxi Dicionário 73,38,52.17
3009,2025-06-25,Premium Kit 69,25,25.55
3010,2026-02-09,Eco Crema 95,21,267.86
3011,2025-10-22,Pro Dicionário 95,21,447.12
3012,2025-08-04,Elite Set 99,34,121.57
3013,2026-02-01,Pro Fone 91,4,248.37
3014,2025-06-20,Pro Crema 25,34,161.58
3015,2025-07-17,Smart Sofá 21,38,144.16
3016,2025-06-21,Basic Sofá 48,47,384.61
3017,2025-09-30,Mini Dicionário 45,26,286.94
3018,2026-04-08,Elite Sofá 63,26,71.98
3019,2025-11-06,Basic Sofá 85,38,498.38
3020,2025-10-18,Elite Pack 7,3,101.75
3021,2025-07-26,Basic Dicionário 46,17,416.30
3022,2025-11-23,Elite Kit 49,43,102.28
3023,2025-09-26,Premium Sofá 10,34,285.47
3024,2025-07-01,Basic Pack 92,4,149.98
3025,2025-07-25,Smart Sofá 52,7,198.29
3026,2026-03-30,Basic Bicicleta 88,18,137.66
3027,2026-04-18,Ultra Sofá 34,12,229.78
3028,2025-09-11,Premium Bicicleta 30,3,488.80
3029,2026-04-11,Eco Sofá 4,37,472.19
3030,2025-09-18,Pro Crema 25,33,15.26
3031,2026-04-02,Ultra Fone 61,30,249.35
3032,2026-01-01,Elite Set 13,33,77.55
3033,2026-02-20,Basic Crema 50,17,115.60
3034,2025-08-30,Smart Sofá 75,5,388.41
3035,2025-09-06,Eco Pack 66,42,117.73
3036,2025-06-22,Premium Fone 28,21,317.94
3037,2026-03-20,Smart Café 84,37,305.88
3038,2025-12-26,Basic Crema 81,47,405.53
3039,2026-03-13,Premium Dicionário 3,14,299.66
3040,2026-04-10,Ultra Bicicleta 16,17,257.84
3041,2026-05-20,Basic Café 34,5,132.80
3042,2025-09-02,Maxi Bicicleta 39,3,450.29
3043,2026-03-21,Ultra Crema 28,37,464.24
3044,2025-12-29,Elite Pack 44,20,229.62
3045,2026-04-26,Elite Pack 97,5,417.94
3046,2026-01-09,Pro Café 79,14,376.82
3047,2026-05-17,Maxi Café 95,37,138.64
3048,2025-06-18,Mini Pack 74,15,233.82
3049,2025-10-29,Ultra Pack 68,37,151.05
3050,2025-11-24,Ultra Crema 45,13,167.68
3051,2026-04-06,Elite Tênis 18,45,370.10
3052,2025-12-24,Mini Café 36,30,70.91
3053,2026-02-22,Basic Kit 36,26,460.67
3054,2026-04-15,Maxi Crema 33,33,36.09
3055,2025-10-21,Ultra Tênis 12,14,428.32
3056,2026-05-16,Basic Kit 1,43,45.66
3057,2025-08-13,Mini Crema 81,9,377.48
3058,2025-08-02,Ultra Kit 73,3,260.77
3059,2025-08-08,Mini Kit 5,15,180.04
3060,2025-08-08,Premium Tênis 88,36,314.72
3061,2026-04-16,Basic Kit 99,13,285.18
3062,2025-09-29,Eco Pack 18,29,416.24
3063,2026-03-28,Elite Tênis 24,8,426.19
3064,2026-05-08,Elite Dicionário 82,43,332.92
3065,2026-03-14,Pro Set 29,47,76.12
3066,2026-02-20,Maxi Sofá 71,13,322.30
3067,2025-10-18,Maxi Fone 88,33,224.13
3068,2025-08-27,Smart Fone 20,29,278.46
3069,2026-04-12,Smart Kit 75,39,365.97
3070,2025-06-30,Elite Dicionário 64,21,246.00
3071,2026-03-30,Basic Crema 42,26,89.59
3072,2025-10-27,Eco Dicionário 69,49,383.95
3073,2026-05-06,Elite Set 73,34,67.82
3074,2026-04-26,Elite Kit 75,21,331.77
3075,2026-02-04,Basic Bicicleta 5,30,366.87
3076,2025-10-10,Elite Pack 47,12,191.11
3077,2026-04-07,Eco Dicionário 87,32,498.06
3078,2025-12-19,Eco Bicicleta 19,40,274.73
3079,2025-11-04,Mini Crema 4,12,339.23
3080,2025-12-12,Premium Café 52,13,432.33
3081,2026-01-01,Eco Bicicleta 51,25,386.10
3082,2025-09-30,Giga Kit 13,32,482.16
3083,2026-03-16,Basic Dicionário 12,7,118.57
3084,2025-11-14,Pro Café 24,47,145.69
3085,2025-10-22,Pro Sofá 74,11,33.19
3086,2025-06-06,Elite Café 47,29,374.86
3087,2025-06-04,Pro Sofá 85,17,344.39
3088,2025-10-23,Smart Dicionário 77,46,180.83
3089,2025-08-12,Basic Bicicleta 57,30,230.56
3090,2025-07-29,Maxi Bicicleta 92,49,335.80
3091,2025-11-07,Giga Dicionário 82,47,349.09
3092,2025-08-17,Elite Sofá 43,2,419.57
3093,2026-01-18,Premium Pack 81,25,479.61
3094,2025-11-27,Giga Bicicleta 93,42,357.73
3095,2026-01-27,Elite Fone 83,47,298.06
3096,2025-11-11,Smart Bicicleta 53,47,325.32
3097,2026-02-15,Mini Bicicleta 95,6,141.13
3098,2025-08-22,Mini Fone 68,46,466.95
3099,2026-04-20,Basic Tênis 51,27,323.77
3100,2026-02-03,Mini Fone 27,30,80.21
3101,2025-06-30,Mini Tênis 52,49,174.80
3102,2025-11-24,Smart Bicicleta 86,1,171.66
3103,2026-01-20,Giga Sofá 7,21,124.93
3104,2025-07-07,Premium Bicicleta 24,44,345.54
3105,2026-01-31,Smart Kit 58,44,495.93
3106,2026-01-14,Basic Pack 74,26,101.70
3107,2026-03-25,Basic Dicionário 67,15,422.14
3108,2025-06-28,Ultra Bicicleta 27,23,161.70
3109,2026-02-17,Premium Sofá 76,23,290.31
3110,2025-09-10,Elite Crema 55,15,52.47
3111,2025-09-20,Maxi Bicicleta 70,32,478.54
3112,2025-12-14,Giga Crema 9,49,420.02
3113,2025-09-06,Giga Pack 62,20,495.77
3114,2025-08-24,Premium Sofá 92,46,226.61
3115,2025-10-03,Smart Fone 85,20,19.72
3116,2026-01-04,Premium Kit 43,7,176.00
3117,2025-12-14,Eco Set 32,28,82.20
3118,2026-01-04,Eco Set 34,25,404.96
3119,2025-08-09,Ultra Bicicleta 1,3,70.43
3120,2025-09-19,Premium Crema 81,27,284.50
3121,2026-01-16,Smart Dicionário 42,1,444.76
3122,2025-09-27,Mini Bicicleta 57,50,105.39
3123,2025-06-01,Mini Café 56,23,340.03
3124,2026-05-24,Ultra Bicicleta 72,21,379.98
3125,2026-01-30,Eco Pack 84,1,83.72
3126,2026-05-18,Basic Sofá 2,10,17.41
3127,2025-06-01,Mini Set 8,13,381.16
3128,2026-01-25,Mini Tênis 8,47,194.09
3129,2025-06-23,Mini Kit 52,27,169.93
3130,2026-02-08,Premium Bicicleta 83,35,161.51
3131,2026-02-16,Basic Dicionário 47,17,428.38
3132,2025-12-17,Basic Bicicleta 46,7,100.14
3133,2026-03-20,Pro Pack 24,19,236.11
3134,2026-05-18,Pro Sofá 54,35,343.14
3135,2026-05-03,Maxi Crema 38,25,415.21
3136,2025-07-22,Smart Café 46,17,390.25
3137,2025-05-31,Smart Tênis 10,45,462.01
3138,2025-07-07,Maxi Bicicleta 82,50,490.32
3139,2025-10-20,Premium Sofá 24,29,297.73
3140,2025-12-31,Maxi Dicionário 20,4,372.45
3141,2025-10-11,Elite Set 87,18,395.75
3142,2026-05-17,Pro Crema 84,7,99.69
3143,2025-07-01,Premium Kit 33,21,267.96
3144,2026-05-10,Eco Crema 25,27,98.63
3145,2025-06-17,Eco Café 62,9,111.04
3146,2026-01-01,Pro Set 64,43,78.13
3147,2026-02-22,Giga Bicicleta 1,2,476.35
3148,2026-01-06,Elite Tênis 56,32,341.33
3149,2026-04-06,Pro Sofá 25,8,383.32
3150,2025-12-02,Basic Café 23,26,455.83
3151,2026-04-09,Pro Dicionário 51,24,403.65
3152,2026-05-14,Ultra Kit 71,35,100.97
3153,2026-02-24,Elite Kit 40,22,98.46
3154,2026-03-24,Pro Kit 76,48,394.96
3155,2025-11-10,Ultra Café 51,19,197.78
3156,2025-09-28,Basic Crema 25,23,92.73
3157,2026-03-08,Premium Fone 67,12,463.55
3158,2025-07-18,Mini Dicionário 58,9,43.88
3159,2025-06-25,Giga Café 86,35,15.16
3160,2025-12-02,Giga Tênis 53,31,184.65
3161,2025-12-08,Pro Kit 76,4,205.13
3162,2025-11-01,Elite Dicionário 98,10,360.39
3163,2025-05-27,Giga Fone 19,47,311.14
3164,2025-11-04,Basic Kit 19,11,39.67
3165,2025-10-14,Pro Crema 3,47,223.07
3166,2026-02-27,Mini Set 5,46,459.98
3167,2026-03-30,Basic Pack 45,10,475.94
3168,2025-12-07,Elite Café 88,40,209.64
3169,2025-11-20,Basic Café 14,50,152.77
3170,2025-07-15,Mini Kit 45,39,413.31
3171,2025-08-20,Giga Bicicleta 56,44,19.62
3172,2026-04-12,Pro Dicionário 54,15,140.50
3173,2026-03-07,Smart Fone 72,13,498.11
3174,2025-08-20,Maxi Kit 72,2,275.45
3175,2026-03-03,Mini Tênis 53,48,90.87
3176,2025-12-09,Eco Fone 32,1,25.52
3177,2026-04-19,Elite Bicicleta 34,5,81.92
3178,2025-07-23,Elite Sofá 88,34,51.73
3179,2026-05-04,Smart Crema 79,46,38.77
3180,2026-05-02,Pro Fone 64,19,493.37
3181,2025-11-27,Eco Sofá 78,23,145.51
3182,2026-04-24,Elite Kit 43,34,389.97
3183,2025-07-09,Premium Kit 96,25,106.29
3184,2026-01-29,Premium Fone 40,7,16.76
3185,2025-08-31,Premium Café 12,25,252.91
3186,2025-12-20,Basic Pack 24,49,273.90
3187,2025-11-02,Premium Pack 33,5,471.27
3188,2026-03-21,Premium Sofá 81,15,428.75
3189,2026-04-15,Giga Set 38,18,363.75
3190,2026-03-05,Elite Tênis 76,16,356.01
3191,2025-09-10,Basic Fone 99,4,110.10
3192,2026-05-11,Pro Café 6,12,217.05
3193,2026-05-09,Eco Tênis 14,5,392.40
3194,2026-04-07,Mini Dicionário 20,40,22.32
3195,2025-12-23,Premium Dicionário 8,7,295.42
3196,2026-03-27,Mini Set 77,41,147.63
3197,2026-05-09,Eco Kit 81,7,254.84
3198,2026-02-08,Ultra Set 21,22,208.83
3199,2025-09-05,Giga Tênis 57,21,96.69
3200,2026-02-21,Smart Fone 18,7,329.28
3201,2026-04-15,Smart Pack 31,43,189.10
3202,2026-01-18,Ultra Café 63,1,144.69
3203,2026-05-05,Elite Fone 15,14,460.44
3204,2025-10-17,Smart Fone 40,11,42.29
3205,2025-09-02,Elite Sofá 53,15,159.69
3206,2025-12-09,Premium Sofá 62,10,381.07
3207,2026-03-18,Ultra Fone 95,19,404.69
3208,2026-04-19,Giga Fone 50,15,261.09
3209,2025-10-17,Eco Set 78,21,11.31
3210,2025-06-04,Mini Kit 64,47,336.97
3211,2026-01-20,Ultra Set 23,7,311.46
3212,2025-09-09,Pro Café 79,7,325.02
3213,2026-02-04,Premium Dicionário 64,7,295.10
3214,2025-06-15,Pro Crema 73,20,355.17
3215,2025-09-24,Basic Crema 72,16,148.77
3216,2025-07-27,Pro Dicionário 41,42,186.64
3217,2025-11-15,Maxi Dicionário 7,19,193.61
3218,2026-02-15,Basic Dicionário 98,47,463.81
3219,2025-07-20,Giga Tênis 51,36,494.68
3220,2026-01-23,Elite Kit 40,20,380.52
3221,2026-04-21,Maxi Dicionário 95,22,367.12
3222,2025-06-19,Pro Kit 82,30,401.46
3223,2025-06-19,Giga Fone 89,11,158.72
3224,2025-12-01,Elite Kit 89,25,414.25
3225,2025-07-18,Maxi Fone 47,39,256.31
3226,2025-09-20,Eco Crema 96,14,107.30
3227,2025-07-06,Eco Pack 90,44,158.66
3228,2026-05-15,Basic Tênis 80,6,497.32
3229,2026-02-18,Pro Café 51,5,158.85
3230,2025-07-23,Mini Fone 85,43,240.60
3231,2025-12-08,Maxi Pack 97,43,475.36
3232,2025-07-15,Smart Sofá 62,35,295.26
3233,2025-06-13,Basic Kit 65,31,23.31
3234,2025-12-30,Mini Fone 87,8,84.79
3235,2025-06-12,Maxi Sofá 51,32,122.60
3236,2026-02-26,Mini Tênis 27,6,383.37
3237,2025-07-11,Pro Sofá 56,42,491.19
3238,2025-07-09,Maxi Sofá 44,34,158.93
3239,2025-11-23,Smart Dicionário 28,17,481.76
3240,2025-09-04,Basic Dicionário 32,4,354.87
3241,2025-06-22,Basic Dicionário 30,41,446.56
3242,2025-08-13,Ultra Café 9,25,52.26
3243,2025-11-18,Smart Dicionário 64,45,323.51
3244,2026-05-23,Maxi Fone 57,2,5.88
3245,2025-10-24,Basic Set 4,39,256.84
3246,2025-10-11,Maxi Kit 5,43,284.99
3247,2025-10-06,Mini Pack 70,33,226.80
3248,2025-07-25,Mini Café 7,12,314.56
3249,2025-09-18,Ultra Tênis 33,30,282.23
3250,2025-09-03,Ultra Fone 99,36,456.00
3251,2025-11-01,Ultra Sofá 82,27,81.64
3252,2026-02-05,Eco Fone 5,5,449.31
3253,2026-01-13,Pro Café 24,36,64.11
3254,2026-05-24,Elite Sofá 89,46,326.46
3255,2026-01-19,Ultra Fone 59,50,190.21
3256,2026-03-23,Smart Bicicleta 52,22,399.98
3257,2025-12-22,Premium Tênis 81,6,311.01
3258,2026-05-04,Pro Tênis 52,35,254.09
3259,2026-04-16,Smart Pack 13,14,447.09
3260,2025-08-17,Elite Pack 27,34,30.53
3261,2025-09-17,Ultra Crema 18,15,176.94
3262,2025-07-20,Pro Crema 89,42,16.05
3263,2025-08-29,Premium Pack 80,12,98.93
3264,2025-07-22,Ultra Bicicleta 74,44,267.46
3265,2026-02-01,Eco Kit 55,34,282.66
3266,2026-01-02,Ultra Tênis 31,12,462.82
3267,2025-12-14,Mini Tênis 40,24,174.68
3268,2025-10-17,Smart Sofá 54,33,290.14
3269,2026-04-14,Pro Sofá 70,8,169.19
3270,2025-12-02,Pro Kit 7,43,320.89
3271,2025-12-02,Basic Tênis 80,20,24.78
3272,2026-05-23,Mini Kit 70,17,453.54
3273,2025-11-04,Basic Fone 56,23,68.25
3274,2025-10-26,Eco Pack 65,29,435.92
3275,2025-08-08,Premium Pack 72,27,385.99
3276,2025-07-07,Giga Tênis 30,17,257.73
3277,2025-09-28,Maxi Pack 87,29,52.48
3278,2026-04-12,Elite Pack 15,39,171.72
3279,2025-09-19,Premium Set 59,35,388.31
3280,2025-09-03,Pro Set 22,40,491.07
3281,2026-03-05,Premium Kit 85,24,315.29
3282,2025-09-07,Giga Set 26,2,79.56
3283,2025-06-01,Maxi Bicicleta 45,22,334.35
3284,2025-06-03,Basic Fone 57,8,120.99
3285,2026-02-27,Smart Tênis 54,38,81.12
3286,2025-07-04,Smart Sofá 38,7,163.07
3287,2025-09-15,Premium Café 83,7,218.45
3288,2025-09-27,Basic Pack 30,23,171.79
3289,2026-03-06,Basic Café 88,50,348.40
3290,2026-02-09,Mini Kit 62,8,444.06
3291,2026-04-11,Smart Tênis 28,7,425.76
3292,2025-12-30,Ultra Set 16,44,471.77
3293,2026-05-12,Maxi Set 6,32,230.02
3294,2026-02-24,Smart Café 14,36,271.42
3295,2025-12-17,Pro Set 22,50,333.51
3296,2026-02-04,Pro Crema 12,25,72.06
3297,2025-06-02,Pro Fone 35,13,416.23
3298,2025-07-15,Basic Fone 1,22,250.30
3299,2025-08-01,Mini Fone 44,34,101.96
3300,2025-11-17,Elite Kit 27,15,225.29
3301,2025-08-08,Mini Kit 74,14,106.10
3302,2026-02-22,Smart Dicionário 9,36,396.66
3303,2025-09-22,Elite Bicicleta 56,31,77.17
3304,2025-07-19,Eco Set 81,39,227.65
3305,2025-06-27,Giga Café 82,41,250.56
3306,2025-12-18,Maxi Pack 85,44,463.00
3307,2026-04-14,Eco Bicicleta 77,18,365.31
3308,2025-10-21,Elite Fone 71,15,317.27
3309,2025-11-21,Elite Dicionário 44,33,273.50
3310,2025-06-10,Smart Bicicleta 96,47,299.15
3311,2026-01-03,Premium Set 64,26,54.41
3312,2026-01-06,Eco Dicionário 57,9,129.03
3313,2026-01-31,Ultra Sofá 6,33,301.37
3314,2025-12-29,Smart Sofá 27,22,54.07
3315,2025-09-26,Ultra Café 36,26,78.09
3316,2025-07-03,Maxi Fone 80,25,331.10
3317,2025-11-08,Elite Dicionário 97,41,44.09
3318,2026-01-20,Smart Crema 86,11,143.13
3319,2026-05-17,Maxi Bicicleta 79,7,316.02
3320,2025-07-28,Premium Set 32,47,160.97
3321,2026-03-01,Mini Tênis 48,48,413.32
3322,2025-12-14,Ultra Crema 66,31,397.48
3323,2025-07-08,Premium Sofá 4,18,139.62
3324,2025-06-19,Mini Pack 89,15,153.48
3325,2026-01-05,Ultra Crema 74,18,299.27
3326,2026-03-12,Maxi Fone 52,19,489.56
3327,2025-11-29,Giga Kit 72,39,327.78
3328,2025-11-27,Premium Tênis 5,27,187.08
3329,2025-09-01,Ultra Kit 24,18,365.00
3330,2025-09-01,Premium Kit 63,10,471.20
3331,2025-12-14,Smart Crema 58,34,230.09
3332,2026-04-08,Smart Dicionário 58,20,253.19
3333,2026-03-11,Eco Bicicleta 10,42,328.45
3334,2026-05-23,Basic Dicionário 25,31,167.23
3335,2026-04-03,Mini Dicionário 31,39,127.70
3336,2025-08-09,Eco Bicicleta 6,19,194.45
3337,2025-12-11,Eco Sofá 39,37,496.45
3338,2025-07-03,Basic Pack 54,27,182.39
3339,2026-01-29,Pro Fone 49,33,226.21
3340,2026-02-17,Elite Kit 55,19,304.69
3341,2026-05-06,Premium Café 4,16,43.55
3342,2025-11-30,Smart Crema 11,11,142.43
3343,2026-03-21,Elite Pack 85,6,183.21
3344,2026-02-14,Premium Bicicleta 19,16,214.61
3345,2025-10-31,Maxi Sofá 46,31,89.38
3346,2025-08-16,Giga Crema 38,3,289.28
3347,2025-10-28,Premium Crema 24,21,438.22
3348,2026-02-23,Elite Tênis 58,18,150.27
3349,2025-06-14,Mini Sofá 66,11,468.66
3350,2026-04-02,Eco Sofá 42,16,464.29
3351,2026-04-07,Pro Bicicleta 41,4,402.52
3352,2025-08-11,Giga Fone 40,31,286.79
3353,2025-09-20,Eco Bicicleta 58,31,480.72
3354,2025-10-10,Smart Sofá 43,27,190.05
3355,2026-01-04,Premium Dicionário 35,32,458.29
3356,2025-09-27,Basic Dicionário 94,1,255.99
3357,2025-09-17,Eco Café 53,42,232.84
3358,2026-03-14,Elite Sofá 2,31,351.89
3359,2026-02-25,Giga Set 29,38,181.58
3360,2025-07-20,Ultra Sofá 5,50,368.81
3361,2026-05-11,Smart Pack 59,16,63.37
3362,2025-09-11,Elite Crema 33,15,228.86
3363,2025-07-26,Mini Tênis 33,29,342.07
3364,2026-02-22,Premium Fone 62,14,282.00
3365,2025-09-03,Elite Sofá 32,46,371.04
3366,2025-10-23,Maxi Fone 48,38,360.58
3367,2025-07-07,Elite Café 82,32,468.88
3368,2026-02-18,Smart Tênis 71,2,43.46
3369,2026-02-27,Basic Bicicleta 21,16,469.72
3370,2026-05-26,Basic Crema 48,42,282.84
3371,2025-06-09,Elite Tênis 69,18,286.74
3372,2025-07-30,Premium Bicicleta 32,50,86.72
3373,2025-11-14,Mini Set 27,46,267.71
3374,2026-01-26,Basic Tênis 86,3,394.77
3375,2026-04-30,Elite Tênis 83,45,319.55
3376,2026-03-21,Pro Café 56,24,43.39
3377,2026-05-05,Pro Pack 47,19,297.96
3378,2026-01-31,Maxi Tênis 11,37,161.94
3379,2025-10-03,Giga Bicicleta 80,18,378.58
3380,2026-03-21,Elite Crema 69,28,169.82
3381,2025-06-10,Pro Café 37,23,428.69
3382,2026-05-12,Pro Crema 47,4,182.20
3383,2025-12-30,Giga Tênis 59,26,404.88
3384,2026-01-30,Smart Pack 38,46,393.69
3385,2026-04-02,Maxi Crema 60,20,71.57
3386,2025-07-02,Pro Tênis 4,25,16.61
3387,2025-08-21,Ultra Café 7,19,85.75
3388,2026-04-03,Basic Pack 37,26,92.75
3389,2025-08-07,Eco Dicionário 68,2,385.08
3390,2026-03-06,Eco Fone 37,38,66.93
3391,2025-06-29,Mini Sofá 4,23,373.55
3392,2025-06-16,Premium Set 91,19,62.22
3393,2026-04-01,Ultra Sofá 73,19,71.00
3394,2025-08-17,Giga Sofá 76,43,153.17
3395,2025-11-30,Ultra Tênis 28,50,450.57
3396,2025-07-11,Eco Sofá 33,21,499.85
3397,2025-06-01,Mini Kit 25,2,201.72
3398,2025-11-19,Premium Pack 49,9,161.71
3399,2025-05-29,Maxi Pack 53,8,136.28
3400,2025-06-17,Ultra Crema 11,15,449.19
3401,2025-10-14,Mini Tênis 42,45,186.41
3402,2025-07-26,Ultra Bicicleta 23,34,326.40
3403,2025-10-25,Mini Bicicleta 40,25,7.41
3404,2026-04-14,Smart Sofá 40,10,239.96
3405,2025-09-04,Mini Pack 35,44,351.89
3406,2026-01-31,Premium Pack 32,5,309.43
3407,2025-07-19,Pro Crema 77,44,78.22
3408,2025-08-05,Ultra Dicionário 11,2,439.51
3409,2025-07-25,Premium Pack 24,47,81.51
3410,2025-11-02,Smart Café 72,8,495.46
3411,2025-05-31,Premium Café 77,28,73.00
3412,2025-08-26,Eco Sofá 96,35,400.11
3413,2026-01-15,Smart Set 72,13,168.91
3414,2026-03-21,Eco Tênis 26,13,29.05
3415,2026-03-14,Ultra Crema 77,21,296.30
3416,2025-11-24,Elite Fone 67,40,108.93
3417,2026-05-07,Mini Tênis 28,35,436.47
3418,2025-07-21,Premium Café 13,4,295.06
3419,2025-06-27,Smart Dicionário 54,27,289.45
3420,2026-03-04,Maxi Kit 53,49,354.10
3421,2025-09-01,Mini Bicicleta 95,46,35.77
3422,2026-04-06,Ultra Bicicleta 18,30,90.90
3423,2025-09-02,Giga Kit 23,46,334.42
3424,2026-01-28,Basic Set 68,27,411.28
3425,2025-06-05,Basic Tênis 91,43,268.39
3426,2025-10-28,Mini Sofá 9,13,135.39
3427,2026-01-11,Premium Dicionário 92,42,103.85
3428,2025-06-24,Premium Dicionário 98,15,40.60
3429,2025-11-01,Basic Sofá 78,2,457.86
3430,2025-06-24,Basic Fone 57,27,338.40
3431,2025-06-10,Smart Dicionário 31,46,428.29
3432,2026-04-08,Eco Kit 16,17,219.66
3433,2025-06-25,Elite Set 68,23,231.39
3434,2025-09-25,Smart Bicicleta 25,46,213.51
3435,2026-02-03,Smart Fone 6,13,327.48
3436,2026-03-07,Ultra Bicicleta 57,32,209.75
3437,2026-04-09,Giga Bicicleta 94,33,39.56
3438,2026-01-09,Premium Bicicleta 45,25,131.62
3439,2025-06-18,Elite Dicionário 55,8,238.62
3440,2025-06-17,Ultra Fone 43,8,431.74
3441,2025-06-27,Giga Set 22,46,276.49
3442,2026-03-29,Mini Kit 24,30,422.90
3443,2025-06-10,Giga Dicionário 52,27,493.38
3444,2026-05-21,Eco Tênis 18,18,387.88
3445,2026-01-22,Maxi Café 80,18,224.64
3446,2026-04-25,Pro Crema 76,36,37.40
3447,2025-07-15,Premium Bicicleta 79,47,491.95
3448,2026-04-16,Eco Tênis 72,49,130.13
3449,2025-09-17,Eco Bicicleta 58,39,469.02
3450,2025-12-30,Maxi Set 72,32,77.80
3451,2026-05-23,Maxi Fone 51,9,144.07
3452,2026-05-07,Basic Tênis 99,20,265.64
3453,2026-05-24,Maxi Set 39,45,105.97
3454,2025-11-20,Pro Kit 51,9,453.66
3455,2026-03-02,Ultra Café 96,28,450.58
3456,2025-09-05,Mini Crema 88,23,135.87
3457,2026-01-19,Premium Set 26,18,17.17
3458,2025-10-28,Ultra Bicicleta 56,27,20.75
3459,2025-11-30,Maxi Dicionário 50,13,279.39
3460,2025-12-08,Pro Crema 78,3,401.16
3461,2025-12-20,Smart Pack 90,28,41.55
3462,2026-04-11,Mini Tênis 72,6,335.02
3463,2025-09-11,Mini Bicicleta 13,29,162.99
3464,2025-06-23,Premium Kit 98,11,401.92
3465,2026-02-21,Mini Dicionário 37,21,496.23
3466,2025-06-02,Basic Kit 59,18,72.52
